weak_adj,strong_adj,SI,freq,semdist,weak_pol,bounded,extreme
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,1,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,1,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,1,9,0.487884832643364,0.260447511992175,1,1
red,scarlet,0,9,0.487884832643364,0.260447511992175,1,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,1,25,7.6252909769236,0.195536409439414,0,1
rough,unfriendly,0,25,7.6252909769236,0.195536409439414,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,1,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
sad,tragic,0,52,-2.17157093608735,-0.249423260368527,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,1,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,1,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
smart,brilliant,0,15,1.85509082259953,1.30312646903119,0,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,0,106,1.11655221956184,1.05705325857412,1,1
soft,mushy,1,106,1.11655221956184,1.05705325857412,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,1,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thick,impenetrable,0,11,8.43490804978455,0.144073555168365,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,0,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,0,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,0,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,0,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
thin,invisible,1,93,13.2535530548401,0.312847852593937,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,1,77,10.2236196867622,-0.797594676432873,1,1
tiny,imperceptible,0,77,10.2236196867622,-0.797594676432873,1,1
tough,impossible,0,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,0,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,0,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,0,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
tough,impossible,1,105,8.15827658727753,-0.0239645483120937,1,1
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,1,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,1,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
uncomfortable,painful,0,162,-5.5551607577764,-0.303605996697171,0,0
